LSV name	Delta Deltapsi (HS - Control)
NM_206087:s:10731659-10731796	-0.018064182070772348;-0.3319236360168448;0.36894334253895844
NM_001258476:t:94423-95002	0.36679988716977757;-0.456900649080033;0.08697889120413708
NM_166723:t:94423-94615	0.36679988716977757;-0.456900649080033;0.08697889120413708
NM_001298271:s:13315368-13315396	-0.40901649267660806;0.36641947555681464;2.3541804562247483e-05;0.019954181965920442
NM_001299472:s:14010163-14011181	0.36628797742424324;-0.30399225912583716;-0.00836099710485373;0.10677834254926755
NM_080376:s:14010163-14011181	0.36628797742424324;-0.30399225912583716;-0.00836099710485373;0.10677834254926755
NM_166030:s:14010163-14011181	0.36628797742424324;-0.30399225912583716;-0.00836099710485373;0.10677834254926755
NM_001144535:s:5335714-5336265	0.3651384259937389;-0.05742050255036396;-0.07764882655322203;-0.23478843435369226;0.05844485441875035
NM_001258728:s:13709369-13709557	0.36435351237144287;-0.3643535338555065
NM_001272731:t:17660989-17667232	0.3608839257238418;-0.360883859409504
NM_001297783:s:219891-220028	-0.3608532996785516;0.36085330851999536
NM_166745:s:219891-220028	-0.3608532996785516;0.36085330851999536
NM_001104071:s:8098346-8098725	-0.3577676872587499;0.35776777749276945
NM_001104074:s:8098346-8098725	-0.3577676872587499;0.35776777749276945
NM_001104075:s:8098346-8098725	-0.3577676872587499;0.35776777749276945
NM_001043129:s:8098346-8098725	-0.3577676872587499;0.35776777749276945
NM_001274627:s:8098346-8098725	-0.3577676872587499;0.35776777749276945
NM_001259733:s:8098346-8098725	-0.3577676872587499;0.35776777749276945
NM_001259734:s:8098346-8098725	-0.3577676872587499;0.35776777749276945
NM_001272438:t:9014826-9014967	-0.35713438848834045;0.3564316110974027;9.227313545359737e-06
NM_001298099:t:9014826-9014967	-0.35713438848834045;0.3564316110974027;9.227313545359737e-06
NM_001298098:t:9014826-9014967	-0.35713438848834045;0.3564316110974027;9.227313545359737e-06
NM_001272437:t:9014826-9014967	-0.35713438848834045;0.3564316110974027;9.227313545359737e-06
NM_078537:t:9014826-9014967	-0.35713438848834045;0.3564316110974027;9.227313545359737e-06
NM_001272445:t:9154380-9154685	-0.13266186769068933;-0.23656152397832533;0.010631919680505387;0.35534070765552006
NM_078540:t:9154380-9154685	-0.13266186769068933;-0.23656152397832533;0.010631919680505387;0.35534070765552006
NM_001103778:t:9828104-9829859	0.3530838956047777;-0.0919913026113196;-0.22091339807212762
NM_001299249:t:7985066-7985781	0.3528087742541776;-0.25363858827235797;-0.0574752088991783
NM_001272487:s:10575390-10576156	0.3517594670898568;-0.35175946310661244
NM_001272486:s:10575390-10576156	0.3517594670898568;-0.35175946310661244
NM_206678:s:10575390-10576156	0.3517594670898568;-0.35175946310661244
NM_001299116:s:18590313-18590342	0.3516348249454884;-0.3516348330439829
NM_001273659:s:19508326-19508764	-0.351180735086103;0.351180728994104
NM_001144535:t:na-5334701	-0.044028326834752086;-0.000817238277293725;0.34917820759982654;-0.018104748828741024;-0.23082650261375998
NM_135251:t:7035407-7035561	-0.3563853560508824;9.178526884403596e-09;0.34894748861302816
NM_164730:t:7035407-7035561	-0.3563853560508824;9.178526884403596e-09;0.34894748861302816
NM_001031895:t:7091674-7092170	-0.12356726598909942;-0.277474124366018;0.15237018713540004;-0.25785870863563987;0.012145928624236219;0.020675446322820232;0.34865346126706376;0.04703244996412731
NM_001201589:t:329517-332002	-0.40628712854695315;-0.055336744636801584;0.34716515732084646;0.1125070060218133;0.005651940932250035
NM_137447:s:18096542-18096987	-0.34708271728984086;0.34708270563594895
NM_001316427:s:18096542-18096987	-0.34708271728984086;0.34708270563594895
NM_001274137:s:18096542-18096987	-0.34708271728984086;0.34708270563594895
NM_001260060:s:8443129-8444689	-0.3187337949127021;0.34513471578153987;-0.05998532805442418
NM_001260059:s:8443129-8444689	-0.3187337949127021;0.34513471578153987;-0.05998532805442418
NM_001316568:s:8443129-8444689	-0.3187337949127021;0.34513471578153987;-0.05998532805442418
NM_169222:s:8443129-8444689	-0.3187337949127021;0.34513471578153987;-0.05998532805442418
NM_001316569:s:8443129-8444689	-0.3187337949127021;0.34513471578153987;-0.05998532805442418
NM_169223:s:8443129-8444689	-0.3187337949127021;0.34513471578153987;-0.05998532805442418
NM_166724:s:90355-93273	-0.5527386901237737;0.18693027688220543;0.34447554232330585
NM_001274677:s:8947828-8947889	-0.3435034913285143;0.3435034617829009
NM_001274676:s:8947828-8947889	-0.3435034913285143;0.3435034617829009
NM_166810:s:1043468-1043521	-0.10836420190437074;-0.21022459606218794;0.34292616033515133
NM_079896:s:1043468-1043521	-0.10836420190437074;-0.21022459606218794;0.34292616033515133
NM_001169360:s:1043468-1043521	-0.10836420190437074;-0.21022459606218794;0.34292616033515133
NM_143576:t:30881792-30882927	0.34222372923297295;-0.34222379784154533
NM_001260456:s:31226567-31227078	0.00013059966199793568;0.34203821536933077;-0.37596145295531863
NM_170545:s:31226567-31227078	0.00013059966199793568;0.34203821536933077;-0.37596145295531863
NM_001260457:s:31226567-31227078	0.00013059966199793568;0.34203821536933077;-0.37596145295531863
NM_165289:t:19387852-19388313	-4.821191461511289e-25;0.34109725037732197;-0.3348302600438149
NM_206192:t:21510106-21510201	0.34066010621761406;-0.3922046280686204;0.024356537869841297;0.0077754640092540794
NM_166930:s:2141489-2141610	-0.3404275077213908;0.34042757542136703
NM_169937:s:20957734-20958306	-1.5150493753201562e-24;-1.5150493753201562e-24;-0.2628467417399256;0.00016724926234377969;0.33932994120326726;-1.5150493753201562e-24;-0.01265116360986569
NM_206525:s:20957734-20958306	-1.5150493753201562e-24;-1.5150493753201562e-24;-0.2628467417399256;0.00016724926234377969;0.33932994120326726;-1.5150493753201562e-24;-0.01265116360986569
NM_001169239:s:8597412-8597714	0.33882578023901844;-0.3388257894916123
NM_080341:s:8597412-8597714	0.33882578023901844;-0.3388257894916123
NM_142842:t:22774749-22776374	0.07970070480410468;-0.4016398108898155;0.338549265094886
NM_001169846:t:1499043-1499592	-0.011311820113319618;-0.33261408889893207;0.33753020509777754
NM_141009:t:20844332-20844548	0.3374060665371504;-0.31777320428787253;-0.018386543026840996;0.001114633411933215;0.0008244399709858852
NM_001275202:t:20844332-20844548	0.3374060665371504;-0.31777320428787253;-0.018386543026840996;0.001114633411933215;0.0008244399709858852
NM_001273642:s:19388470-19388569	0.33716574773615554;-0.3371656816973255
NM_136116:s:19388470-19388569	0.33716574773615554;-0.3371656816973255
NM_165288:s:19388470-19388569	0.33716574773615554;-0.3371656816973255
NM_001169543:s:19388470-19388569	0.33716574773615554;-0.3371656816973255
NM_135251:s:7032721-7033018	-0.00032136508769480405;0.00011074954848835142;-0.32060998974379157;0.33595832909852535
NM_164730:s:7032904-7033018	-0.00032136508769480405;0.00011074954848835142;-0.32060998974379157;0.33595832909852535
NM_132647:s:13321302-13321354	-0.3356691230342439;0.3356691237363207
NM_079826:s:29748820-29748869	0.335317169950047;-0.3353171523539586
NM_001258616:t:6191349-6191547	2.178499169776143e-06;-4.821191461511289e-25;-6.382111556158838e-07;2.178499169776143e-06;-3.6517496071179336e-05;-4.006951479450204e-07;0.335132138366003;-0.018462927943133717;-4.821191461511289e-25;-0.29484138564817824
NM_001258615:t:6191349-6191547	2.178499169776143e-06;-4.821191461511289e-25;-6.382111556158838e-07;2.178499169776143e-06;-3.6517496071179336e-05;-4.006951479450204e-07;0.335132138366003;-0.018462927943133717;-4.821191461511289e-25;-0.29484138564817824
NM_001103419:t:6191349-6191547	2.178499169776143e-06;-4.821191461511289e-25;-6.382111556158838e-07;2.178499169776143e-06;-3.6517496071179336e-05;-4.006951479450204e-07;0.335132138366003;-0.018462927943133717;-4.821191461511289e-25;-0.29484138564817824
NM_001272338:t:6191349-6191547	2.178499169776143e-06;-4.821191461511289e-25;-6.382111556158838e-07;2.178499169776143e-06;-3.6517496071179336e-05;-4.006951479450204e-07;0.335132138366003;-0.018462927943133717;-4.821191461511289e-25;-0.29484138564817824
NM_132068:t:6191349-6191547	2.178499169776143e-06;-4.821191461511289e-25;-6.382111556158838e-07;2.178499169776143e-06;-3.6517496071179336e-05;-4.006951479450204e-07;0.335132138366003;-0.018462927943133717;-4.821191461511289e-25;-0.29484138564817824
NM_001259092:s:13496591-13496698	0.3349292329278061;-0.38463210864267794;0.0803341176821733
NM_001201869:s:13496591-13496698	0.3349292329278061;-0.38463210864267794;0.0803341176821733
NM_165045:s:13496085-13496698	0.3349292329278061;-0.38463210864267794;0.0803341176821733
NM_001347786:s:13496591-13496698	0.3349292329278061;-0.38463210864267794;0.0803341176821733
NM_001316392:s:13496591-13496698	0.3349292329278061;-0.38463210864267794;0.0803341176821733
NM_001272656:t:15884443-15885943	-0.12285128566421266;-1.1672451772772653e-06;-0.179866889285008;-1.1672077077569016e-06;-0.044154122771969326;0.3339579380987213
NM_001272128:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_166765:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_001272127:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_001272129:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_001272126:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_143667:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_001297785:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_166766:s:480035-480238	-0.3330385309357413;0.3330385834201617
NM_001201533:s:1726644-1727618	0.3327722899620057;-0.33277231966019505
NM_001110549:s:1726644-1727618	0.3327722899620057;-0.33277231966019505
NM_001110550:s:1726644-1727618	0.3327722899620057;-0.33277231966019505
NM_001201534:s:1726644-1727618	0.3327722899620057;-0.33277231966019505
NM_167682:s:19743444-19743706	-0.3326550065132603;0.3326550193886396
NM_001275410:t:7195616-7195895	-0.4635351498906749;0.05317289665583426;0.33246191694773153
NM_001169605:s:7677998-7678404	-0.33244551520618215;0.33244559938179236
NM_001273859:s:7677998-7678404	-0.33244551520618215;0.33244559938179236
NM_001260122:t:11447119-11448362	0.045319055994136485;-0.09404226413483513;-0.27624627209968866;0.047640900682561535;-0.016135404762684713;0.33242576579308447;-0.011791165485122337
NM_001298598:s:22457614-22458260	0.1192387627676657;0.3319487179500853;-0.45764475496327656
NM_001202304:t:16070544-16071502	0.33107134009213574;-0.33107135651842534
NM_001103499:s:13315022-13315396	-0.04376296524194445;0.33081604896795025;-0.4444224825694766;0.02848441828982084;0.08527141106046578;-0.05863914009680088
NM_001144162:t:10249435-10249827	4.4252208837405704e-05;0.041927866557072084;-0.3859114353235972;0.32941856452393786
NM_165756:t:10249435-10249827	4.4252208837405704e-05;0.041927866557072084;-0.3859114353235972;0.32941856452393786
NM_001272645:s:15482374-15482790	-0.32692728788789943;-1.5150493753201562e-24;-7.128232516114748e-06;0.3292778042697725
NM_137975:s:23695280-23696265	0.3291101967141685;-0.3291102822384819
NM_001144273:s:23695280-23696265	0.3291101967141685;-0.3291102822384819
NM_167109:s:7070430-7070933	-0.3272891450919314;0.32728915238181233
NM_132152:s:7070430-7070933	-0.3272891450919314;0.32728915238181233
NM_001298296:t:13714244-13714735	0.3264779271173766;-0.011315958537917538;-0.16942374125803564;0.01926289451779617;-0.09186929858224568
NM_001298298:t:13714244-13714735	0.3264779271173766;-0.011315958537917538;-0.16942374125803564;0.01926289451779617;-0.09186929858224568
NM_001298297:t:13714244-13714735	0.3264779271173766;-0.011315958537917538;-0.16942374125803564;0.01926289451779617;-0.09186929858224568
NM_001298270:s:13297747-13298187	0.3263664500225591;-0.32636641575874636
NM_170109:s:24002422-24002547	0.3248334826658673;-0.32483345867996444
NM_170108:s:24002422-24002547	0.3248334826658673;-0.32483345867996444
NM_079749:s:24002422-24002547	0.3248334826658673;-0.32483345867996444
NM_001272442:s:9109550-9110561	0.00010485177859724641;-0.011811956256548685;0.08176793167947201;-0.12373700721910652;-0.12814189938208664;-0.01389245316640974;-0.07502961932721118;-4.855956547021272e-05;0.3246248706387367
NM_001300044:t:7853183-7854189	0.32257984539933976;1.0298005154487707e-06;1.662786785753719e-09;-0.31762644962426534
NM_080093:t:7853183-7854189	0.32257984539933976;1.0298005154487707e-06;1.662786785753719e-09;-0.31762644962426534
NM_168234:t:7853183-7854189	0.32257984539933976;1.0298005154487707e-06;1.662786785753719e-09;-0.31762644962426534
NM_001170046:t:5760849-5760966	-0.3273590579119208;0.322199041304537;0.002511193514277664
NM_001170042:t:5760849-5760966	-0.3273590579119208;0.322199041304537;0.002511193514277664
NM_141327:t:5760849-5760966	-0.3273590579119208;0.322199041304537;0.002511193514277664
NM_001298272:t:13318415-13319047	-0.0025521349471078203;-0.016458898323532308;0.32195062822112724;-0.3132209553033747;-0.08318791660338362;0.047043182565088514;-0.005387351447243588
NM_001272155:s:1043468-1043521	-0.10075930517741541;-0.18772933201246622;0.3211408599673108
NM_001103499:t:13318415-13319047	0.32100587493589516;-0.3856026782800529;0.10720838434441383;-0.12549360895058945;-0.015302510938389108
NM_001272831:s:21211080-21211274	-4.182830719957388e-12;-0.3205223758034255;0.3204684935772837
NM_206528:s:20957734-20958306	-1.5150493753201562e-24;-1.5150493753201562e-24;-0.3807195866877737;-1.5150493753201562e-24;0.32003619052235055;0.004921858026744233;-1.5150493753201562e-24;0.07115228782200048
NM_169587:s:14575771-14575887	-0.3186631430696125;0.3186632274380526
NM_166783:s:662765-663103	0.3175182462124547;-0.351805758349248;0.03400422210288566
NM_169939:s:20957734-20958306	-0.2968102984111682;-1.5150493753201562e-24;0.00010024667088666294;0.3169141042519069;0.029591584600789006
NM_165194:s:16816660-16816894	-0.023154864919393336;-0.026205338380495605;-0.29551191954939937;0.02518246121469972;0.3162717759042431
NM_167488:s:16274284-16274501	-0.31589116132191875;0.3158911914707459
NM_001298388:s:16274284-16274501	-0.31589116132191875;0.3158911914707459
NM_078639:s:16274284-16274501	-0.31589116132191875;0.3158911914707459
NM_079899:s:996492-996749	0.31522377546837466;-0.3152237753488281
NM_001272151:s:996492-996749	0.31522377546837466;-0.3152237753488281
NM_167334:s:12730878-12731906	0.31482181939860837;-0.19345919084878993;-0.05682218908933808;0.002725322392390095;-0.0002754368864210314;-0.03553361683890552
NM_080536:s:12730878-12731818	0.31482181939860837;-0.19345919084878993;-0.05682218908933808;0.002725322392390095;-0.0002754368864210314;-0.03553361683890552
NM_167335:s:12730878-12732400	0.31482181939860837;-0.19345919084878993;-0.05682218908933808;0.002725322392390095;-0.0002754368864210314;-0.03553361683890552
NM_001272534:s:11826865-11827017	0.3145711572887361;-0.314571131959545
NM_001258702:s:11826865-11827017	0.3145711572887361;-0.314571131959545
NM_167309:s:11826865-11827017	0.3145711572887361;-0.314571131959545
NM_001259391:t:14291107-14291284	0.3143186858105194;-0.314318682696947
NM_142971:s:24192190-24192317	0.3140384428665862;-0.31403844354206245
NM_001169652:s:11902358-11902550	0.3133229449094138;-0.3133229202005373
NM_001169651:s:11902358-11902550	0.3133229449094138;-0.3133229202005373
NM_136867:s:11902358-11902550	0.3133229449094138;-0.3133229202005373
NM_165852:s:11902358-11902550	0.3133229449094138;-0.3133229202005373
NM_168498:t:12405002-12405160	-0.3732470317259287;0.016015767084574223;0.00012048877542432863;0.31251750095890946
NM_206345:t:12405002-12405160	-0.3732470317259287;0.016015767084574223;0.00012048877542432863;0.31251750095890946
NM_001299299:s:9118888-9119047	0.31231888693118265;-0.3123188253812218
NM_001201958:s:9118900-9119047	0.31231888693118265;-0.3123188253812218
NM_206527:t:20960726-20960829	0.31203072455458186;0.16199197390056447;0.05626870330992069;0.09655567430731707;1.0294304929859585e-07;-0.6307655003744177
NM_001275861:t:20960726-20960829	0.31203072455458186;0.16199197390056447;0.05626870330992069;0.09655567430731707;1.0294304929859585e-07;-0.6307655003744177
NM_206526:t:20960726-20960829	0.31203072455458186;0.16199197390056447;0.05626870330992069;0.09655567430731707;1.0294304929859585e-07;-0.6307655003744177
NM_001170196:t:20960726-20960829	0.31203072455458186;0.16199197390056447;0.05626870330992069;0.09655567430731707;1.0294304929859585e-07;-0.6307655003744177
NM_169938:t:20960726-20960829	0.31203072455458186;0.16199197390056447;0.05626870330992069;0.09655567430731707;1.0294304929859585e-07;-0.6307655003744177
NM_001274606:t:7663259-7663324	0.011183654428296275;0.30976895729139;-0.259079835236931
NM_001202140:t:7663259-7663324	0.011183654428296275;0.30976895729139;-0.259079835236931
NM_001104068:t:7663259-7663324	0.011183654428296275;0.30976895729139;-0.259079835236931
NM_001300041:t:7663259-7663324	0.011183654428296275;0.30976895729139;-0.259079835236931
NM_001202136:t:7663259-7663324	0.011183654428296275;0.30976895729139;-0.259079835236931
